2.270000000000000000e+02,6.500000000000000000e+02,3.332519531250000000e-02,5.798339843750000000e-03
2.742000000000000000e+03,6.430000000000000000e+02,-2.807617187500000000e-01,8.685302734375000000e-02
2.688000000000000000e+03,7.550000000000000000e+02,-9.497070312500000000e-02,5.371093750000000000e-02
2.683000000000000000e+03,8.050000000000000000e+02,5.493164062500000000e-02,1.256103515625000000e-01
1.402000000000000000e+03,3.160000000000000000e+02,1.868896484375000000e-01,4.971313476562500000e-02
2.691000000000000000e+03,7.730000000000000000e+02,1.293945312500000000e-02,4.602050781250000000e-02
1.240000000000000000e+03,3.040000000000000000e+02,2.100830078125000000e-01,1.910400390625000000e-02
1.505000000000000000e+03,3.020000000000000000e+02,2.032470703125000000e-01,4.699707031250000000e-03
2.675000000000000000e+03,8.140000000000000000e+02,4.492187500000000000e-02,1.292724609375000000e-01
1.401000000000000000e+03,3.020000000000000000e+02,1.802978515625000000e-01,3.482055664062500000e-02
2.384000000000000000e+03,7.350000000000000000e+02,-6.591796875000000000e-03,-1.311645507812500000e-01
2.404000000000000000e+03,7.600000000000000000e+02,1.953125000000000000e-02,-2.024536132812500000e-01
2.580000000000000000e+03,5.920000000000000000e+02,-2.541503906250000000e-01,-7.751464843750000000e-03
2.462000000000000000e+03,6.670000000000000000e+02,-1.650390625000000000e-01,4.223632812500000000e-02
2.656000000000000000e+03,8.360000000000000000e+02,1.022949218750000000e-01,2.258300781250000000e-02
1.014000000000000000e+03,3.410000000000000000e+02,2.222900390625000000e-01,2.175903320312500000e-02
1.294000000000000000e+03,3.680000000000000000e+02,3.123779296875000000e-01,1.197814941406250000e-01
2.467000000000000000e+03,6.460000000000000000e+02,-2.170410156250000000e-01,1.566162109375000000e-01
1.293000000000000000e+03,2.760000000000000000e+02,1.846923828125000000e-01,1.177978515625000000e-02
2.598000000000000000e+03,8.640000000000000000e+02,8.422851562500000000e-02,-9.094238281250000000e-02
2.404000000000000000e+03,7.040000000000000000e+02,2.619628906250000000e-01,-7.568359375000000000e-03
3.393000000000000000e+03,7.460000000000000000e+02,-1.318359375000000000e-02,3.784179687500000000e-02
7.930000000000000000e+02,3.170000000000000000e+02,1.378784179687500000e-01,1.254272460937500000e-02
2.520000000000000000e+02,4.810000000000000000e+02,1.670074462890625000e-01,-3.326416015625000000e-01
2.564000000000000000e+03,8.750000000000000000e+02,5.834960937500000000e-02,-8.795166015625000000e-02
2.383000000000000000e+03,7.110000000000000000e+02,3.027343750000000000e-01,4.052734375000000000e-02
1.469000000000000000e+03,9.290000000000000000e+02,4.985351562500000000e-01,-1.103515625000000000e-01
1.987000000000000000e+03,9.930000000000000000e+02,1.358642578125000000e-01,-2.270507812500000000e-02
1.283000000000000000e+03,3.080000000000000000e+02,2.028808593750000000e-01,1.525878906250000000e-02
9.570000000000000000e+02,8.750000000000000000e+02,2.408447265625000000e-01,9.356689453125000000e-02
2.936000000000000000e+03,6.150000000000000000e+02,-2.478027343750000000e-01,1.086425781250000000e-02
1.451000000000000000e+03,1.039000000000000000e+03,1.090087890625000000e-01,-2.917480468750000000e-02
5.750000000000000000e+02,6.570000000000000000e+02,3.520507812500000000e-01,-1.838989257812500000e-01
1.380000000000000000e+02,5.540000000000000000e+02,1.841735839843750000e-02,-7.507324218750000000e-03
1.644000000000000000e+03,3.190000000000000000e+02,1.711425781250000000e-01,4.122924804687500000e-02
2.204000000000000000e+03,8.480000000000000000e+02,7.250976562500000000e-02,-2.092285156250000000e-01
2.311000000000000000e+03,8.050000000000000000e+02,-7.324218750000000000e-04,-1.920776367187500000e-01
2.699000000000000000e+03,7.620000000000000000e+02,-4.003906250000000000e-02,1.001586914062500000e-01
2.680000000000000000e+03,7.930000000000000000e+02,7.690429687500000000e-02,5.615234375000000000e-02
4.210000000000000000e+02,7.390000000000000000e+02,1.444702148437500000e-01,2.128295898437500000e-01
3.240000000000000000e+02,1.072000000000000000e+03,4.135131835937500000e-02,-2.819824218750000000e-02
3.940000000000000000e+02,6.560000000000000000e+02,4.293823242187500000e-01,1.462402343750000000e-01
2.715000000000000000e+03,6.940000000000000000e+02,-3.176269531250000000e-01,1.412353515625000000e-01
2.748000000000000000e+03,6.670000000000000000e+02,-3.071289062500000000e-01,9.484863281250000000e-02
1.876000000000000000e+03,9.460000000000000000e+02,2.369384765625000000e-01,-2.139892578125000000e-01
2.404000000000000000e+03,7.800000000000000000e+02,-4.272460937500000000e-02,-2.274780273437500000e-01
1.284000000000000000e+03,2.840000000000000000e+02,1.934814453125000000e-01,8.728027343750000000e-03
1.136000000000000000e+03,9.140000000000000000e+02,4.207763671875000000e-01,-2.618408203125000000e-02
1.436000000000000000e+03,5.750000000000000000e+02,1.966308593750000000e+00,2.362670898437500000e-01
3.950000000000000000e+02,4.920000000000000000e+02,4.016113281250000000e-01,7.644653320312500000e-02
1.968000000000000000e+03,8.210000000000000000e+02,7.702636718750000000e-01,-1.660156250000000000e-01
1.524000000000000000e+03,8.820000000000000000e+02,7.546386718750000000e-01,-1.788940429687500000e-01
2.739000000000000000e+03,6.250000000000000000e+02,-2.526855468750000000e-01,9.570312500000000000e-02
2.704000000000000000e+03,7.110000000000000000e+02,-2.329101562500000000e-01,8.685302734375000000e-02
8.160000000000000000e+02,7.630000000000000000e+02,8.093261718750000000e-01,-1.889648437500000000e-01
1.575000000000000000e+03,2.870000000000000000e+02,1.160888671875000000e-01,1.858520507812500000e-02
2.481000000000000000e+03,8.950000000000000000e+02,7.617187500000000000e-02,-8.056640625000000000e-02
2.414000000000000000e+03,7.000000000000000000e+02,7.910156250000000000e-02,-3.527832031250000000e-02
7.080000000000000000e+02,9.760000000000000000e+02,-9.606933593750000000e-02,-1.426391601562500000e-01
2.643000000000000000e+03,8.400000000000000000e+02,1.562500000000000000e-01,2.441406250000000000e-02
1.913000000000000000e+03,8.000000000000000000e+02,9.376220703125000000e-01,-2.579956054687500000e-01
2.704000000000000000e+03,7.430000000000000000e+02,-1.738281250000000000e-01,7.214355468750000000e-02
1.510000000000000000e+03,8.870000000000000000e+02,7.851562500000000000e-01,-9.930419921875000000e-02
9.780000000000000000e+02,1.021000000000000000e+03,1.190795898437500000e-01,-2.526855468750000000e-02
2.451000000000000000e+03,9.040000000000000000e+02,1.013183593750000000e-01,-2.315673828125000000e-01
2.180000000000000000e+03,5.560000000000000000e+02,-2.136230468750000000e-01,1.802978515625000000e-01
1.241000000000000000e+03,3.220000000000000000e+02,2.081298828125000000e-01,1.544189453125000000e-02
1.446000000000000000e+03,5.470000000000000000e+02,1.837646484375000000e+00,2.037353515625000000e-01
9.130000000000000000e+02,8.360000000000000000e+02,2.351074218750000000e-01,-7.037353515625000000e-02
4.600000000000000000e+01,1.050000000000000000e+02,1.678886413574218750e-01,1.983642578125000000e-04
1.200000000000000000e+01,6.080000000000000000e+02,3.580894470214843750e-01,9.527587890625000000e-02
2.700000000000000000e+03,6.960000000000000000e+02,-3.149414062500000000e-01,8.020019531250000000e-02
3.269000000000000000e+03,1.337000000000000000e+03,3.906250000000000000e-03,3.186035156250000000e-02
6.600000000000000000e+02,1.007000000000000000e+03,-1.763916015625000000e-01,-1.275634765625000000e-01
4.230000000000000000e+02,5.780000000000000000e+02,3.244323730468750000e-01,9.667968750000000000e-02
1.111000000000000000e+03,3.080000000000000000e+02,1.372070312500000000e-01,2.175903320312500000e-02
3.365000000000000000e+03,1.231000000000000000e+03,5.798339843750000000e-01,9.399414062500000000e-03
2.625000000000000000e+03,8.510000000000000000e+02,1.066894531250000000e-01,-5.554199218750000000e-03
1.145000000000000000e+03,9.790000000000000000e+02,2.243652343750000000e-01,-6.951904296875000000e-02
2.553000000000000000e+03,8.790000000000000000e+02,4.492187500000000000e-02,-8.520507812500000000e-02
2.150000000000000000e+02,5.080000000000000000e+02,4.542541503906250000e-02,-1.216430664062500000e-01
5.220000000000000000e+02,1.010000000000000000e+03,-1.783447265625000000e-01,2.415161132812500000e-01
6.360000000000000000e+02,7.970000000000000000e+02,1.355590820312500000e-01,-2.601928710937500000e-01
6.000000000000000000e+02,7.520000000000000000e+02,2.924194335937500000e-01,-8.270263671875000000e-02
7.620000000000000000e+02,7.720000000000000000e+02,7.840576171875000000e-01,-2.613525390625000000e-01
5.640000000000000000e+02,7.080000000000000000e+02,1.973876953125000000e-01,-3.393554687500000000e-02
7.620000000000000000e+02,7.930000000000000000e+02,6.748046875000000000e-01,-1.937866210937500000e-01
